Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptoms
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise,"['chills', 'fatigue', 'cough', 'high_fever', 'breathlessness', 'sweating', 'malaise']"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, abdominal_pain,"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus', 'nausea', 'abdominal_pain']"
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea, abdominal_pain,"['vomiting', 'breathlessness', 'sweating', 'chest_pain', 'headache', 'nausea', 'abdominal_pain']"
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,"['fatigue', 'cramps', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes,"['fatigue', 'weight_gain', 'cold_hands_and_feets', 'mood_swings', 'lethargy', 'dizziness', 'puffy_face_and_eyes']"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate,"['fatigue', 'mood_swings', 'weight_loss', 'restlessness', 'sweating', 'diarrhoea', 'fast_heart_rate']"
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurred_and_distorted_vision']"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, abdominal_pain,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking', 'nausea', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, abdominal_pain,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness', 'abdominal_pain']"
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, abdominal_pain,"['skin_rash', 'pus_filled_pimples', 'blackheads', 'scurring', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, abdominal_pain,"['burning_micturition', 'bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine', 'headache', 'nausea', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, abdominal_pain,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails', 'abdominal_pain']"
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, abdominal_pain,"['skin_rash', 'high_fever', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze', 'nausea', 'abdominal_pain']"
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, abdominal_pain,"['itching', 'skin_rash', 'nodal_skin_eruptions', 'dischromic _patches', 'headache', 'nausea', 'abdominal_pain']"
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, abdominal_pain,"['continuous_sneezing', 'shivering', 'chills', 'watering_from_eyes', 'headache', 'nausea', 'abdominal_pain']"
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, abdominal_pain,"['stomach_pain', 'acidity', 'ulcers_on_tongue', 'vomiting', 'cough', 'chest_pain', 'abdominal_pain']"
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,"['itching', 'vomiting', 'yellowish_skin', 'nausea', 'loss_of_appetite', 'abdominal_pain', 'yellowing_of_eyes']"
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea, abdominal_pain,"['itching', 'skin_rash', 'stomach_pain', 'burning_micturition', 'spotting_ urination', 'nausea', 'abdominal_pain']"
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, abdominal_pain,"['vomiting', 'indigestion', 'loss_of_appetite', 'abdominal_pain', 'passage_of_gases', 'internal_itching', 'abdominal_pain']"
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, abdominal_pain,"['muscle_wasting', 'patches_in_throat', 'high_fever', 'extra_marital_contacts', 'headache', 'nausea', 'abdominal_pain']"
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity,"['fatigue', 'weight_loss', 'restlessness', 'lethargy', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'obesity']"
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, abdominal_pain,"['vomiting', 'sunken_eyes', 'dehydration', 'diarrhoea', 'headache', 'nausea', 'abdominal_pain']"
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum, abdominal_pain,"['fatigue', 'cough', 'high_fever', 'breathlessness', 'family_history', 'mucoid_sputum', 'abdominal_pain']"
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, abdominal_pain,"['headache', 'chest_pain', 'dizziness', 'loss_of_balance', 'lack_of_concentration', 'nausea', 'abdominal_pain']"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression,"['acidity', 'indigestion', 'headache', 'blurred_and_distorted_vision', 'excessive_hunger', 'stiff_neck', 'depression']"
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, abdominal_pain,"['back_pain', 'weakness_in_limbs', 'neck_pain', 'dizziness', 'loss_of_balance', 'nausea', 'abdominal_pain']"
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, abdominal_pain,"['vomiting', 'headache', 'weakness_of_one_body_side', 'altered_sensorium', 'headache', 'nausea', 'abdominal_pain']"
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine,"['itching', 'vomiting', 'fatigue', 'weight_loss', 'high_fever', 'yellowish_skin', 'dark_urine']"
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea,"['chills', 'vomiting', 'high_fever', 'sweating', 'headache', 'nausea', 'diarrhoea']"
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite,"['itching', 'skin_rash', 'fatigue', 'lethargy', 'high_fever', 'headache', 'loss_of_appetite']"
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache,"['skin_rash', 'chills', 'joint_pain', 'vomiting', 'fatigue', 'high_fever', 'headache']"
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation,"['chills', 'vomiting', 'fatigue', 'high_fever', 'headache', 'nausea', 'constipation']"
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain,"['joint_pain', 'vomiting', 'yellowish_skin', 'dark_urine', 'nausea', 'loss_of_appetite', 'abdominal_pain']"
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain,"['itching', 'fatigue', 'lethargy', 'yellowish_skin', 'dark_urine', 'loss_of_appetite', 'abdominal_pain']"
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, abdominal_pain,"['fatigue', 'yellowish_skin', 'nausea', 'loss_of_appetite', 'yellowing_of_eyes', 'family_history', 'abdominal_pain']"
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite,"['joint_pain', 'vomiting', 'fatigue', 'yellowish_skin', 'dark_urine', 'nausea', 'loss_of_appetite']"
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea,"['joint_pain', 'vomiting', 'fatigue', 'high_fever', 'yellowish_skin', 'dark_urine', 'nausea']"
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,"['vomiting', 'yellowish_skin', 'abdominal_pain', 'swelling_of_stomach', 'distention_of_abdomen', 'history_of_alcohol_consumption', 'fluid_overload']"
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness,"['chills', 'vomiting', 'fatigue', 'weight_loss', 'cough', 'high_fever', 'breathlessness']"
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes,"['continuous_sneezing', 'chills', 'fatigue', 'cough', 'high_fever', 'headache', 'swelled_lymph_nodes']"
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise,"['chills', 'fatigue', 'cough', 'high_fever', 'breathlessness', 'sweating', 'malaise']"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, abdominal_pain,"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus', 'nausea', 'abdominal_pain']"
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea, abdominal_pain,"['vomiting', 'breathlessness', 'sweating', 'chest_pain', 'headache', 'nausea', 'abdominal_pain']"
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,"['fatigue', 'cramps', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes,"['fatigue', 'weight_gain', 'cold_hands_and_feets', 'mood_swings', 'lethargy', 'dizziness', 'puffy_face_and_eyes']"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate,"['fatigue', 'mood_swings', 'weight_loss', 'restlessness', 'sweating', 'diarrhoea', 'fast_heart_rate']"
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurred_and_distorted_vision']"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, abdominal_pain,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking', 'nausea', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, abdominal_pain,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness', 'abdominal_pain']"
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, abdominal_pain,"['skin_rash', 'pus_filled_pimples', 'blackheads', 'scurring', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, abdominal_pain,"['burning_micturition', 'bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine', 'headache', 'nausea', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, abdominal_pain,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails', 'abdominal_pain']"
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, abdominal_pain,"['skin_rash', 'high_fever', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze', 'nausea', 'abdominal_pain']"
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, abdominal_pain,"['itching', 'skin_rash', 'nodal_skin_eruptions', 'dischromic _patches', 'headache', 'nausea', 'abdominal_pain']"
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, abdominal_pain,"['continuous_sneezing', 'shivering', 'chills', 'watering_from_eyes', 'headache', 'nausea', 'abdominal_pain']"
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, abdominal_pain,"['stomach_pain', 'acidity', 'ulcers_on_tongue', 'vomiting', 'cough', 'chest_pain', 'abdominal_pain']"
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,"['itching', 'vomiting', 'yellowish_skin', 'nausea', 'loss_of_appetite', 'abdominal_pain', 'yellowing_of_eyes']"
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea, abdominal_pain,"['itching', 'skin_rash', 'stomach_pain', 'burning_micturition', 'spotting_ urination', 'nausea', 'abdominal_pain']"
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, abdominal_pain,"['vomiting', 'indigestion', 'loss_of_appetite', 'abdominal_pain', 'passage_of_gases', 'internal_itching', 'abdominal_pain']"
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, abdominal_pain,"['muscle_wasting', 'patches_in_throat', 'high_fever', 'extra_marital_contacts', 'headache', 'nausea', 'abdominal_pain']"
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity,"['fatigue', 'weight_loss', 'restlessness', 'lethargy', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'obesity']"
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, abdominal_pain,"['vomiting', 'sunken_eyes', 'dehydration', 'diarrhoea', 'headache', 'nausea', 'abdominal_pain']"
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum, abdominal_pain,"['fatigue', 'cough', 'high_fever', 'breathlessness', 'family_history', 'mucoid_sputum', 'abdominal_pain']"
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, abdominal_pain,"['headache', 'chest_pain', 'dizziness', 'loss_of_balance', 'lack_of_concentration', 'nausea', 'abdominal_pain']"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression,"['acidity', 'indigestion', 'headache', 'blurred_and_distorted_vision', 'excessive_hunger', 'stiff_neck', 'depression']"
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, abdominal_pain,"['back_pain', 'weakness_in_limbs', 'neck_pain', 'dizziness', 'loss_of_balance', 'nausea', 'abdominal_pain']"
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, abdominal_pain,"['vomiting', 'headache', 'weakness_of_one_body_side', 'altered_sensorium', 'headache', 'nausea', 'abdominal_pain']"
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine,"['itching', 'vomiting', 'fatigue', 'weight_loss', 'high_fever', 'yellowish_skin', 'dark_urine']"
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea,"['chills', 'vomiting', 'high_fever', 'sweating', 'headache', 'nausea', 'diarrhoea']"
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite,"['itching', 'skin_rash', 'fatigue', 'lethargy', 'high_fever', 'headache', 'loss_of_appetite']"
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache,"['skin_rash', 'chills', 'joint_pain', 'vomiting', 'fatigue', 'high_fever', 'headache']"
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation,"['chills', 'vomiting', 'fatigue', 'high_fever', 'headache', 'nausea', 'constipation']"
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain,"['joint_pain', 'vomiting', 'yellowish_skin', 'dark_urine', 'nausea', 'loss_of_appetite', 'abdominal_pain']"
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain,"['itching', 'fatigue', 'lethargy', 'yellowish_skin', 'dark_urine', 'loss_of_appetite', 'abdominal_pain']"
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, abdominal_pain,"['fatigue', 'yellowish_skin', 'nausea', 'loss_of_appetite', 'yellowing_of_eyes', 'family_history', 'abdominal_pain']"
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite,"['joint_pain', 'vomiting', 'fatigue', 'yellowish_skin', 'dark_urine', 'nausea', 'loss_of_appetite']"
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea,"['joint_pain', 'vomiting', 'fatigue', 'high_fever', 'yellowish_skin', 'dark_urine', 'nausea']"
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,"['vomiting', 'yellowish_skin', 'abdominal_pain', 'swelling_of_stomach', 'distention_of_abdomen', 'history_of_alcohol_consumption', 'fluid_overload']"
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness,"['chills', 'vomiting', 'fatigue', 'weight_loss', 'cough', 'high_fever', 'breathlessness']"
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes,"['continuous_sneezing', 'chills', 'fatigue', 'cough', 'high_fever', 'headache', 'swelled_lymph_nodes']"
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise,"['chills', 'fatigue', 'cough', 'high_fever', 'breathlessness', 'sweating', 'malaise']"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, abdominal_pain,"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus', 'nausea', 'abdominal_pain']"
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea, abdominal_pain,"['vomiting', 'breathlessness', 'sweating', 'chest_pain', 'headache', 'nausea', 'abdominal_pain']"
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,"['fatigue', 'cramps', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'prominent_veins_on_calf']"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes,"['fatigue', 'weight_gain', 'cold_hands_and_feets', 'mood_swings', 'lethargy', 'dizziness', 'puffy_face_and_eyes']"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate,"['fatigue', 'mood_swings', 'weight_loss', 'restlessness', 'sweating', 'diarrhoea', 'fast_heart_rate']"
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision,"['vomiting', 'fatigue', 'anxiety', 'sweating', 'headache', 'nausea', 'blurred_and_distorted_vision']"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, abdominal_pain,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking', 'abdominal_pain']"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, abdominal_pain,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking', 'nausea', 'abdominal_pain']"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, abdominal_pain,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness', 'abdominal_pain']"
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, abdominal_pain,"['skin_rash', 'pus_filled_pimples', 'blackheads', 'scurring', 'headache', 'nausea', 'abdominal_pain']"
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, abdominal_pain,"['burning_micturition', 'bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine', 'headache', 'nausea', 'abdominal_pain']"
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, abdominal_pain,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails', 'abdominal_pain']"
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, abdominal_pain,"['skin_rash', 'high_fever', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze', 'nausea', 'abdominal_pain']"
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, abdominal_pain,"['itching', 'skin_rash', 'nodal_skin_eruptions', 'dischromic _patches', 'headache', 'nausea', 'abdominal_pain']"
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, abdominal_pain,"['continuous_sneezing', 'shivering', 'chills', 'watering_from_eyes', 'headache', 'nausea', 'abdominal_pain']"
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, abdominal_pain,"['stomach_pain', 'acidity', 'ulcers_on_tongue', 'vomiting', 'cough', 'chest_pain', 'abdominal_pain']"
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,"['itching', 'vomiting', 'yellowish_skin', 'nausea', 'loss_of_appetite', 'abdominal_pain', 'yellowing_of_eyes']"
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea, abdominal_pain,"['itching', 'skin_rash', 'stomach_pain', 'burning_micturition', 'spotting_ urination', 'nausea', 'abdominal_pain']"
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, abdominal_pain,"['vomiting', 'indigestion', 'loss_of_appetite', 'abdominal_pain', 'passage_of_gases', 'internal_itching', 'abdominal_pain']"
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, abdominal_pain,"['muscle_wasting', 'patches_in_throat', 'high_fever', 'extra_marital_contacts', 'headache', 'nausea', 'abdominal_pain']"
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity,"['fatigue', 'weight_loss', 'restlessness', 'lethargy', 'irregular_sugar_level', 'blurred_and_distorted_vision', 'obesity']"
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, abdominal_pain,"['vomiting', 'sunken_eyes', 'dehydration', 'diarrhoea', 'headache', 'nausea', 'abdominal_pain']"
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum, abdominal_pain,"['fatigue', 'cough', 'high_fever', 'breathlessness', 'family_history', 'mucoid_sputum', 'abdominal_pain']"
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, abdominal_pain,"['headache', 'chest_pain', 'dizziness', 'loss_of_balance', 'lack_of_concentration', 'nausea', 'abdominal_pain']"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression,"['acidity', 'indigestion', 'headache', 'blurred_and_distorted_vision', 'excessive_hunger', 'stiff_neck', 'depression']"
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, abdominal_pain,"['back_pain', 'weakness_in_limbs', 'neck_pain', 'dizziness', 'loss_of_balance', 'nausea', 'abdominal_pain']"
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, abdominal_pain,"['vomiting', 'headache', 'weakness_of_one_body_side', 'altered_sensorium', 'headache', 'nausea', 'abdominal_pain']"
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine,"['itching', 'vomiting', 'fatigue', 'weight_loss', 'high_fever', 'yellowish_skin', 'dark_urine']"
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea,"['chills', 'vomiting', 'high_fever', 'sweating', 'headache', 'nausea', 'diarrhoea']"
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite,"['itching', 'skin_rash', 'fatigue', 'lethargy', 'high_fever', 'headache', 'loss_of_appetite']"
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache,"['skin_rash', 'chills', 'joint_pain', 'vomiting', 'fatigue', 'high_fever', 'headache']"
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation,"['chills', 'vomiting', 'fatigue', 'high_fever', 'headache', 'nausea', 'constipation']"
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain,"['joint_pain', 'vomiting', 'yellowish_skin', 'dark_urine', 'nausea', 'loss_of_appetite', 'abdominal_pain']"
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain,"['itching', 'fatigue', 'lethargy', 'yellowish_skin', 'dark_urine', 'loss_of_appetite', 'abdominal_pain']"
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, abdominal_pain,"['fatigue', 'yellowish_skin', 'nausea', 'loss_of_appetite', 'yellowing_of_eyes', 'family_history', 'abdominal_pain']"
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite,"['joint_pain', 'vomiting', 'fatigue', 'yellowish_skin', 'dark_urine', 'nausea', 'loss_of_appetite']"
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea,"['joint_pain', 'vomiting', 'fatigue', 'high_fever', 'yellowish_skin', 'dark_urine', 'nausea']"
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,"['vomiting', 'yellowish_skin', 'abdominal_pain', 'swelling_of_stomach', 'distention_of_abdomen', 'history_of_alcohol_consumption', 'fluid_overload']"
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness,"['chills', 'vomiting', 'fatigue', 'weight_loss', 'cough', 'high_fever', 'breathlessness']"
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes,"['continuous_sneezing', 'chills', 'fatigue', 'cough', 'high_fever', 'headache', 'swelled_lymph_nodes']"
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise,"['chills', 'fatigue', 'cough', 'high_fever', 'breathlessness', 'sweating', 'malaise']"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, abdominal_pain,"['constipation', 'pain_during_bowel_movements', 'pain_in_anal_region', 'bloody_stool', 'irritation_in_anus', 'nausea', 'abdominal_pain']"
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea, abdominal_pain,"['vomiting', 'breathlessness', 'sweating', 'chest_pain', 'headache', 'nausea', 'abdominal_pain']"
